Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"setText(findTestObject(""Object Repository/Page_Sign in - GS1 STS Server/input_Password_Password""), password)",Chrome 71.0.3578.98,,2019-02-07 16:09:48,2019-02-07 16:09:48,0.093s,PASSED
"click(findTestObject(""Object Repository/Page_Sign in - GS1 STS Server/input_Password_btn btn-default""))",Chrome 71.0.3578.98,,2019-02-07 16:09:48,2019-02-07 16:09:56,8.237s,PASSED
"click(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Home/a_Services""))",Chrome 71.0.3578.98,,2019-02-07 16:09:56,2019-02-07 16:09:56,0.077s,PASSED
Thread.sleep(1000),Chrome 71.0.3578.98,,2019-02-07 16:09:56,2019-02-07 16:09:57,1.003s,PASSED
"click(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Services/a_Check""))",Chrome 71.0.3578.98,,2019-02-07 16:09:57,2019-02-07 16:09:58,1.140s,PASSED
"setText(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Check/input_Global Trade Item Number""), Checkgtinlength)",Chrome 71.0.3578.98,,2019-02-07 16:09:58,2019-02-07 16:10:01,2.612s,PASSED
"click(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Check/button_Search""))",Chrome 71.0.3578.98,,2019-02-07 16:10:01,2019-02-07 16:10:03,2.069s,PASSED
"verifyTextPresent(validation, false)",Chrome 71.0.3578.98,,2019-02-07 16:10:03,2019-02-07 16:10:03,0.049s,PASSED
,,,,,,
Test Cases/GCLD-9/Verify Valid Length of GTIN number,Chrome 71.0.3578.98,,2019-02-07 16:10:03,2019-02-07 16:10:25,22.525s,PASSED
"openBrowser(""https://cloud.test.gs1.org/gs1-portal"")",Chrome 71.0.3578.98,,2019-02-07 16:10:03,2019-02-07 16:10:08,5.272s,PASSED
"navigateToUrl(""https://gs1-sso-customsts.azurewebsites.net/Account/LoginSelector"")",Chrome 71.0.3578.98,,2019-02-07 16:10:08,2019-02-07 16:10:08,0.218s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign in - GS1 STS Server/input_E-mail_Email""), email)",Chrome 71.0.3578.98,,2019-02-07 16:10:08,2019-02-07 16:10:09,0.158s,PASSED
Thread.sleep(1000),Chrome 71.0.3578.98,,2019-02-07 16:10:09,2019-02-07 16:10:10,1.003s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign in - GS1 STS Server/input_Password_Password""), password)",Chrome 71.0.3578.98,,2019-02-07 16:10:10,2019-02-07 16:10:10,0.087s,PASSED
"click(findTestObject(""Object Repository/Page_Sign in - GS1 STS Server/input_Password_btn btn-default""))",Chrome 71.0.3578.98,,2019-02-07 16:10:10,2019-02-07 16:10:19,9.024s,PASSED
"click(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Home/a_Services""))",Chrome 71.0.3578.98,,2019-02-07 16:10:19,2019-02-07 16:10:19,0.069s,PASSED
Thread.sleep(1000),Chrome 71.0.3578.98,,2019-02-07 16:10:19,2019-02-07 16:10:20,1.003s,PASSED
"click(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Services/a_Check""))",Chrome 71.0.3578.98,,2019-02-07 16:10:20,2019-02-07 16:10:21,1.079s,PASSED
"setText(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Check/input_Global Trade Item Number""), Checkgtinlength)",Chrome 71.0.3578.98,,2019-02-07 16:10:21,2019-02-07 16:10:23,2.427s,PASSED
"click(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Check/button_Search""))",Chrome 71.0.3578.98,,2019-02-07 16:10:23,2019-02-07 16:10:25,2.126s,PASSED
"verifyTextPresent(validation, false)",Chrome 71.0.3578.98,,2019-02-07 16:10:25,2019-02-07 16:10:25,0.049s,PASSED
,,,,,,
Test Cases/GCLD-9/Verify Valid Length of GTIN number,Chrome 71.0.3578.98,,2019-02-07 16:10:26,2019-02-07 16:10:49,23.161s,FAILED
"openBrowser(""https://cloud.test.gs1.org/gs1-portal"")",Chrome 71.0.3578.98,,2019-02-07 16:10:26,2019-02-07 16:10:31,5.091s,PASSED
"navigateToUrl(""https://gs1-sso-customsts.azurewebsites.net/Account/LoginSelector"")",Chrome 71.0.3578.98,,2019-02-07 16:10:31,2019-02-07 16:10:31,0.236s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign in - GS1 STS Server/input_E-mail_Email""), email)",Chrome 71.0.3578.98,,2019-02-07 16:10:31,2019-02-07 16:10:31,0.141s,PASSED
Thread.sleep(1000),Chrome 71.0.3578.98,,2019-02-07 16:10:31,2019-02-07 16:10:32,1.003s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign in - GS1 STS Server/input_Password_Password""), password)",Chrome 71.0.3578.98,,2019-02-07 16:10:32,2019-02-07 16:10:32,0.094s,PASSED
"click(findTestObject(""Object Repository/Page_Sign in - GS1 STS Server/input_Password_btn btn-default""))",Chrome 71.0.3578.98,,2019-02-07 16:10:32,2019-02-07 16:10:41,9.028s,PASSED
"click(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Home/a_Services""))",Chrome 71.0.3578.98,,2019-02-07 16:10:41,2019-02-07 16:10:41,0.065s,PASSED
Thread.sleep(1000),Chrome 71.0.3578.98,,2019-02-07 16:10:41,2019-02-07 16:10:42,1.001s,PASSED
"click(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Services/a_Check""))",Chrome 71.0.3578.98,,2019-02-07 16:10:42,2019-02-07 16:10:43,0.807s,PASSED
"setText(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Check/input_Global Trade Item Number""), Checkgtinlength)",Chrome 71.0.3578.98,,2019-02-07 16:10:43,2019-02-07 16:10:46,2.577s,PASSED
"click(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Check/button_Search""))",Chrome 71.0.3578.98,,2019-02-07 16:10:46,2019-02-07 16:10:48,2.637s,PASSED
"verifyTextPresent(validation, false)",Chrome 71.0.3578.98,,2019-02-07 16:10:48,2019-02-07 16:10:49,0.468s,FAILED
,,,,,,
Test Cases/GCLD-9/Verify Valid Length of GTIN number,Chrome 71.0.3578.98,,2019-02-07 16:10:49,2019-02-07 16:11:16,27.203s,FAILED
"openBrowser(""https://cloud.test.gs1.org/gs1-portal"")",Chrome 71.0.3578.98,,2019-02-07 16:10:49,2019-02-07 16:10:54,5.021s,PASSED
"navigateToUrl(""https://gs1-sso-customsts.azurewebsites.net/Account/LoginSelector"")",Chrome 71.0.3578.98,,2019-02-07 16:10:54,2019-02-07 16:10:54,0.238s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign in - GS1 STS Server/input_E-mail_Email""), email)",Chrome 71.0.3578.98,,2019-02-07 16:10:54,2019-02-07 16:10:54,0.149s,PASSED
Thread.sleep(1000),Chrome 71.0.3578.98,,2019-02-07 16:10:54,2019-02-07 16:10:55,1.001s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign in - GS1 STS Server/input_Password_Password""), password)",Chrome 71.0.3578.98,,2019-02-07 16:10:55,2019-02-07 16:10:55,0.095s,PASSED
"click(findTestObject(""Object Repository/Page_Sign in - GS1 STS Server/input_Password_btn btn-default""))",Chrome 71.0.3578.98,,2019-02-07 16:10:55,2019-02-07 16:11:08,13.197s,PASSED
"click(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Home/a_Services""))",Chrome 71.0.3578.98,,2019-02-07 16:11:08,2019-02-07 16:11:08,0.064s,PASSED
Thread.sleep(1000),Chrome 71.0.3578.98,,2019-02-07 16:11:08,2019-02-07 16:11:09,1.001s,PASSED
"click(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Services/a_Check""))",Chrome 71.0.3578.98,,2019-02-07 16:11:09,2019-02-07 16:11:11,1.861s,PASSED
"setText(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Check/input_Global Trade Item Number""), Checkgtinlength)",Chrome 71.0.3578.98,,2019-02-07 16:11:11,2019-02-07 16:11:13,2.007s,PASSED
"click(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Check/button_Search""))",Chrome 71.0.3578.98,,2019-02-07 16:11:13,2019-02-07 16:11:15,2.088s,PASSED
"verifyTextPresent(validation, false)",Chrome 71.0.3578.98,,2019-02-07 16:11:15,2019-02-07 16:11:16,0.471s,FAILED
,,,,,,
Test Cases/GCLD-9/Verify Valid Length of GTIN number,Chrome 71.0.3578.98,,2019-02-07 16:11:16,2019-02-07 16:11:38,22.487s,FAILED
"openBrowser(""https://cloud.test.gs1.org/gs1-portal"")",Chrome 71.0.3578.98,,2019-02-07 16:11:16,2019-02-07 16:11:22,5.987s,PASSED
"navigateToUrl(""https://gs1-sso-customsts.azurewebsites.net/Account/LoginSelector"")",Chrome 71.0.3578.98,,2019-02-07 16:11:22,2019-02-07 16:11:22,0.230s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign in - GS1 STS Server/input_E-mail_Email""), email)",Chrome 71.0.3578.98,,2019-02-07 16:11:22,2019-02-07 16:11:22,0.139s,PASSED
Thread.sleep(1000),Chrome 71.0.3578.98,,2019-02-07 16:11:22,2019-02-07 16:11:23,1.001s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign in - GS1 STS Server/input_Password_Password""), password)",Chrome 71.0.3578.98,,2019-02-07 16:11:23,2019-02-07 16:11:23,0.097s,PASSED
"click(findTestObject(""Object Repository/Page_Sign in - GS1 STS Server/input_Password_btn btn-default""))",Chrome 71.0.3578.98,,2019-02-07 16:11:23,2019-02-07 16:11:31,8.137s,PASSED
"click(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Home/a_Services""))",Chrome 71.0.3578.98,,2019-02-07 16:11:31,2019-02-07 16:11:32,0.068s,PASSED
Thread.sleep(1000),Chrome 71.0.3578.98,,2019-02-07 16:11:32,2019-02-07 16:11:33,1.005s,PASSED
"click(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Services/a_Check""))",Chrome 71.0.3578.98,,2019-02-07 16:11:33,2019-02-07 16:11:34,1.095s,PASSED
"setText(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Check/input_Global Trade Item Number""), Checkgtinlength)",Chrome 71.0.3578.98,,2019-02-07 16:11:34,2019-02-07 16:11:36,2.394s,PASSED
"click(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Check/button_Search""))",Chrome 71.0.3578.98,,2019-02-07 16:11:36,2019-02-07 16:11:38,1.859s,PASSED
"verifyTextPresent(validation, false)",Chrome 71.0.3578.98,,2019-02-07 16:11:38,2019-02-07 16:11:38,0.468s,FAILED
