Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"openBrowser(""https://cloud.test.gs1.org/gs1-portal"")",Chrome 71.0.3578.98,,2019-02-07 17:04:16,2019-02-07 17:04:23,6.373s,PASSED
"navigateToUrl(""https://gs1-sso-customsts.azurewebsites.net/Account/LoginSelector"")",Chrome 71.0.3578.98,,2019-02-07 17:04:23,2019-02-07 17:04:23,0.206s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign in - GS1 STS Server/input_E-mail_Email""), email)",Chrome 71.0.3578.98,,2019-02-07 17:04:23,2019-02-07 17:04:23,0.183s,PASSED
Thread.sleep(1000),Chrome 71.0.3578.98,,2019-02-07 17:04:23,2019-02-07 17:04:24,1.005s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign in - GS1 STS Server/input_Password_Password""), password)",Chrome 71.0.3578.98,,2019-02-07 17:04:24,2019-02-07 17:04:24,0.094s,PASSED
"click(findTestObject(""Object Repository/Page_Sign in - GS1 STS Server/input_Password_btn btn-default""))",Chrome 71.0.3578.98,,2019-02-07 17:04:24,2019-02-07 17:04:33,9.254s,PASSED
"click(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Home/a_Services""))",Chrome 71.0.3578.98,,2019-02-07 17:04:33,2019-02-07 17:04:34,0.063s,PASSED
Thread.sleep(1000),Chrome 71.0.3578.98,,2019-02-07 17:04:34,2019-02-07 17:04:35,1.005s,PASSED
"click(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Services/a_Check""))",Chrome 71.0.3578.98,,2019-02-07 17:04:35,2019-02-07 17:04:36,1.245s,PASSED
"if (Checkgtinlength == ""12345A"")",Chrome 71.0.3578.98,,2019-02-07 17:04:36,2019-02-07 17:04:36,0.000s,PASSED
"if (Checkgtinlength == """")",Chrome 71.0.3578.98,,2019-02-07 17:04:36,2019-02-07 17:04:36,0.001s,PASSED
else,Chrome 71.0.3578.98,,2019-02-07 17:04:36,2019-02-07 17:04:40,4.479s,PASSED
,,,,,,
Test Cases/GCLD-9/Verify Valid Length of GTIN number,Chrome 71.0.3578.98,,2019-02-07 17:04:40,2019-02-07 17:05:05,24.355s,PASSED
"openBrowser(""https://cloud.test.gs1.org/gs1-portal"")",Chrome 71.0.3578.98,,2019-02-07 17:04:40,2019-02-07 17:04:46,5.799s,PASSED
"navigateToUrl(""https://gs1-sso-customsts.azurewebsites.net/Account/LoginSelector"")",Chrome 71.0.3578.98,,2019-02-07 17:04:46,2019-02-07 17:04:46,0.388s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign in - GS1 STS Server/input_E-mail_Email""), email)",Chrome 71.0.3578.98,,2019-02-07 17:04:46,2019-02-07 17:04:47,0.168s,PASSED
Thread.sleep(1000),Chrome 71.0.3578.98,,2019-02-07 17:04:47,2019-02-07 17:04:48,1.009s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign in - GS1 STS Server/input_Password_Password""), password)",Chrome 71.0.3578.98,,2019-02-07 17:04:48,2019-02-07 17:04:48,0.089s,PASSED
"click(findTestObject(""Object Repository/Page_Sign in - GS1 STS Server/input_Password_btn btn-default""))",Chrome 71.0.3578.98,,2019-02-07 17:04:48,2019-02-07 17:04:57,9.370s,PASSED
"click(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Home/a_Services""))",Chrome 71.0.3578.98,,2019-02-07 17:04:57,2019-02-07 17:04:57,0.065s,PASSED
Thread.sleep(1000),Chrome 71.0.3578.98,,2019-02-07 17:04:57,2019-02-07 17:04:58,1.006s,PASSED
"click(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Services/a_Check""))",Chrome 71.0.3578.98,,2019-02-07 17:04:58,2019-02-07 17:04:59,1.218s,PASSED
"if (Checkgtinlength == ""12345A"")",Chrome 71.0.3578.98,,2019-02-07 17:04:59,2019-02-07 17:04:59,0.001s,PASSED
"if (Checkgtinlength == """")",Chrome 71.0.3578.98,,2019-02-07 17:04:59,2019-02-07 17:04:59,0.000s,PASSED
else,Chrome 71.0.3578.98,,2019-02-07 17:04:59,2019-02-07 17:05:05,5.229s,PASSED
,,,,,,
Test Cases/GCLD-9/Verify Valid Length of GTIN number,Chrome 71.0.3578.98,,2019-02-07 17:05:05,2019-02-07 17:05:26,20.936s,FAILED
"openBrowser(""https://cloud.test.gs1.org/gs1-portal"")",Chrome 71.0.3578.98,,2019-02-07 17:05:05,2019-02-07 17:05:12,7.140s,PASSED
"navigateToUrl(""https://gs1-sso-customsts.azurewebsites.net/Account/LoginSelector"")",Chrome 71.0.3578.98,,2019-02-07 17:05:12,2019-02-07 17:05:12,0.328s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign in - GS1 STS Server/input_E-mail_Email""), email)",Chrome 71.0.3578.98,,2019-02-07 17:05:12,2019-02-07 17:05:12,0.172s,PASSED
Thread.sleep(1000),Chrome 71.0.3578.98,,2019-02-07 17:05:12,2019-02-07 17:05:13,1.001s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign in - GS1 STS Server/input_Password_Password""), password)",Chrome 71.0.3578.98,,2019-02-07 17:05:13,2019-02-07 17:05:13,0.093s,PASSED
"click(findTestObject(""Object Repository/Page_Sign in - GS1 STS Server/input_Password_btn btn-default""))",Chrome 71.0.3578.98,,2019-02-07 17:05:13,2019-02-07 17:05:23,9.664s,PASSED
"click(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Home/a_Services""))",Chrome 71.0.3578.98,,2019-02-07 17:05:23,2019-02-07 17:05:23,0.065s,PASSED
Thread.sleep(1000),Chrome 71.0.3578.98,,2019-02-07 17:05:23,2019-02-07 17:05:24,1.003s,PASSED
"click(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Services/a_Check""))",Chrome 71.0.3578.98,,2019-02-07 17:05:24,2019-02-07 17:05:25,1.341s,PASSED
"if (Checkgtinlength == ""12345A"")",Chrome 71.0.3578.98,,2019-02-07 17:05:25,2019-02-07 17:05:26,0.089s,PASSED
"if (Checkgtinlength == """")",Chrome 71.0.3578.98,,2019-02-07 17:05:26,2019-02-07 17:05:26,0.000s,PASSED
else,Chrome 71.0.3578.98,,2019-02-07 17:05:26,2019-02-07 17:05:26,0.027s,FAILED
,,,,,,
Test Cases/GCLD-9/Verify Valid Length of GTIN number,Chrome 71.0.3578.98,,2019-02-07 17:05:26,2019-02-07 17:05:53,27.388s,PASSED
"openBrowser(""https://cloud.test.gs1.org/gs1-portal"")",Chrome 71.0.3578.98,,2019-02-07 17:05:26,2019-02-07 17:05:33,7.791s,PASSED
"navigateToUrl(""https://gs1-sso-customsts.azurewebsites.net/Account/LoginSelector"")",Chrome 71.0.3578.98,,2019-02-07 17:05:33,2019-02-07 17:05:36,2.233s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign in - GS1 STS Server/input_E-mail_Email""), email)",Chrome 71.0.3578.98,,2019-02-07 17:05:36,2019-02-07 17:05:36,0.146s,PASSED
Thread.sleep(1000),Chrome 71.0.3578.98,,2019-02-07 17:05:36,2019-02-07 17:05:37,1.005s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign in - GS1 STS Server/input_Password_Password""), password)",Chrome 71.0.3578.98,,2019-02-07 17:05:37,2019-02-07 17:05:37,0.095s,PASSED
"click(findTestObject(""Object Repository/Page_Sign in - GS1 STS Server/input_Password_btn btn-default""))",Chrome 71.0.3578.98,,2019-02-07 17:05:37,2019-02-07 17:05:46,8.650s,PASSED
"click(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Home/a_Services""))",Chrome 71.0.3578.98,,2019-02-07 17:05:46,2019-02-07 17:05:46,0.063s,PASSED
Thread.sleep(1000),Chrome 71.0.3578.98,,2019-02-07 17:05:46,2019-02-07 17:05:47,1.007s,PASSED
"click(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Services/a_Check""))",Chrome 71.0.3578.98,,2019-02-07 17:05:47,2019-02-07 17:05:48,1.782s,PASSED
"if (Checkgtinlength == ""12345A"")",Chrome 71.0.3578.98,,2019-02-07 17:05:48,2019-02-07 17:05:48,0.000s,PASSED
"if (Checkgtinlength == """")",Chrome 71.0.3578.98,,2019-02-07 17:05:48,2019-02-07 17:05:48,0.001s,PASSED
else,Chrome 71.0.3578.98,,2019-02-07 17:05:48,2019-02-07 17:05:53,4.602s,PASSED
