Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"navigateToUrl(""https://gs1-sso-customsts.azurewebsites.net/Account/LoginSelector"")",Chrome 71.0.3578.98,,2019-02-07 16:27:21,2019-02-07 16:27:22,0.240s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign in - GS1 STS Server/input_E-mail_Email""), email)",Chrome 71.0.3578.98,,2019-02-07 16:27:22,2019-02-07 16:27:22,0.149s,PASSED
Thread.sleep(1000),Chrome 71.0.3578.98,,2019-02-07 16:27:22,2019-02-07 16:27:23,1.005s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign in - GS1 STS Server/input_Password_Password""), password)",Chrome 71.0.3578.98,,2019-02-07 16:27:23,2019-02-07 16:27:23,0.099s,PASSED
"click(findTestObject(""Object Repository/Page_Sign in - GS1 STS Server/input_Password_btn btn-default""))",Chrome 71.0.3578.98,,2019-02-07 16:27:23,2019-02-07 16:27:31,8.203s,PASSED
"click(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Home/a_Services""))",Chrome 71.0.3578.98,,2019-02-07 16:27:31,2019-02-07 16:27:31,0.057s,PASSED
Thread.sleep(1000),Chrome 71.0.3578.98,,2019-02-07 16:27:31,2019-02-07 16:27:32,1.005s,PASSED
"click(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Services/a_Check""))",Chrome 71.0.3578.98,,2019-02-07 16:27:32,2019-02-07 16:27:33,1.217s,PASSED
try,Chrome 71.0.3578.98,,2019-02-07 16:27:33,2019-02-07 16:27:37,4.194s,PASSED
Finally,Chrome 71.0.3578.98,,2019-02-07 16:27:37,2019-02-07 16:27:38,0.535s,FAILED
,,,,,,
Test Cases/GCLD-9/Verify Valid Length of GTIN number,Chrome 71.0.3578.98,,2019-02-07 16:27:38,2019-02-07 16:28:04,25.970s,FAILED
"openBrowser(""https://cloud.test.gs1.org/gs1-portal"")",Chrome 71.0.3578.98,,2019-02-07 16:27:38,2019-02-07 16:27:43,5.123s,PASSED
"navigateToUrl(""https://gs1-sso-customsts.azurewebsites.net/Account/LoginSelector"")",Chrome 71.0.3578.98,,2019-02-07 16:27:43,2019-02-07 16:27:43,0.215s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign in - GS1 STS Server/input_E-mail_Email""), email)",Chrome 71.0.3578.98,,2019-02-07 16:27:43,2019-02-07 16:27:44,0.152s,PASSED
Thread.sleep(1000),Chrome 71.0.3578.98,,2019-02-07 16:27:44,2019-02-07 16:27:45,1.004s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign in - GS1 STS Server/input_Password_Password""), password)",Chrome 71.0.3578.98,,2019-02-07 16:27:45,2019-02-07 16:27:45,0.094s,PASSED
"click(findTestObject(""Object Repository/Page_Sign in - GS1 STS Server/input_Password_btn btn-default""))",Chrome 71.0.3578.98,,2019-02-07 16:27:45,2019-02-07 16:27:53,8.278s,PASSED
"click(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Home/a_Services""))",Chrome 71.0.3578.98,,2019-02-07 16:27:53,2019-02-07 16:27:53,0.068s,PASSED
Thread.sleep(1000),Chrome 71.0.3578.98,,2019-02-07 16:27:53,2019-02-07 16:27:54,1.004s,PASSED
"click(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Services/a_Check""))",Chrome 71.0.3578.98,,2019-02-07 16:27:54,2019-02-07 16:27:56,2.145s,PASSED
try,Chrome 71.0.3578.98,,2019-02-07 16:27:56,2019-02-07 16:28:04,7.396s,PASSED
Finally,Chrome 71.0.3578.98,,2019-02-07 16:28:04,2019-02-07 16:28:04,0.479s,FAILED
,,,,,,
Test Cases/GCLD-9/Verify Valid Length of GTIN number,Chrome 71.0.3578.98,,2019-02-07 16:28:04,2019-02-07 16:28:30,26.193s,FAILED
"openBrowser(""https://cloud.test.gs1.org/gs1-portal"")",Chrome 71.0.3578.98,,2019-02-07 16:28:04,2019-02-07 16:28:09,5.034s,PASSED
"navigateToUrl(""https://gs1-sso-customsts.azurewebsites.net/Account/LoginSelector"")",Chrome 71.0.3578.98,,2019-02-07 16:28:09,2019-02-07 16:28:09,0.231s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign in - GS1 STS Server/input_E-mail_Email""), email)",Chrome 71.0.3578.98,,2019-02-07 16:28:09,2019-02-07 16:28:09,0.158s,PASSED
Thread.sleep(1000),Chrome 71.0.3578.98,,2019-02-07 16:28:09,2019-02-07 16:28:10,1.005s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign in - GS1 STS Server/input_Password_Password""), password)",Chrome 71.0.3578.98,,2019-02-07 16:28:10,2019-02-07 16:28:11,0.095s,PASSED
"click(findTestObject(""Object Repository/Page_Sign in - GS1 STS Server/input_Password_btn btn-default""))",Chrome 71.0.3578.98,,2019-02-07 16:28:11,2019-02-07 16:28:20,9.362s,PASSED
"click(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Home/a_Services""))",Chrome 71.0.3578.98,,2019-02-07 16:28:20,2019-02-07 16:28:20,0.066s,PASSED
Thread.sleep(1000),Chrome 71.0.3578.98,,2019-02-07 16:28:20,2019-02-07 16:28:21,1.000s,PASSED
"click(findTestObject(""Object Repository/Page_GS1 Cloud BETA - Services/a_Check""))",Chrome 71.0.3578.98,,2019-02-07 16:28:21,2019-02-07 16:28:23,1.885s,PASSED
try,Chrome 71.0.3578.98,,2019-02-07 16:28:23,2019-02-07 16:28:30,6.865s,PASSED
Finally,Chrome 71.0.3578.98,,2019-02-07 16:28:30,2019-02-07 16:28:30,0.478s,FAILED
